index,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrit,NumGE1500,PctGE1500,year
578,S,"Lennox Mathematics, Science and Technology Academy",Lennox,Los Angeles,131,128,440,445,440,31,24.22,1516
579,S,Animo Leadership High,Lennox,Los Angeles,133,137,409,421,418,20,14.6,1516
580,D,,Long Beach Unified,Los Angeles,6299,3421,456,461,455,1103,32.24,1516
581,S,Beach High-Intensive Learning Program,Long Beach Unified,Los Angeles,66,0,,,,,,1516
582,S,Avalon K-12,Long Beach Unified,Los Angeles,50,38,435,461,452,9,23.68,1516
583,S,Jordan High,Long Beach Unified,Los Angeles,804,339,392,404,394,32,9.44,1516
584,S,Lakewood High,Long Beach Unified,Los Angeles,821,521,450,454,447,148,28.41,1516
585,S,Millikan High,Long Beach Unified,Los Angeles,842,555,468,467,466,188,33.87,1516
586,S,Polytechnic High,Long Beach Unified,Los Angeles,1077,688,488,496,484,306,44.48,1516
587,S,Wilson High,Long Beach Unified,Los Angeles,903,612,464,464,465,220,35.95,1516
588,S,California Academy of Mathematics and Science,Long Beach Unified,Los Angeles,164,167,576,605,590,142,85.03,1516
589,S,Educational Partnership High,Long Beach Unified,Los Angeles,680,1,,,,,,1516
590,S,Cabrillo High,Long Beach Unified,Los Angeles,579,424,382,387,381,30,7.08,1516
591,S,Renaissance High School for the Arts,Long Beach Unified,Los Angeles,112,76,489,465,486,28,36.84,1516
592,D,,Los Angeles Unified,Los Angeles,43432,24862,431,436,430,5498,22.11,1516
593,S,High Tech LA,Los Angeles Unified,Los Angeles,80,49,501,493,497,26,53.06,1516
594,S,Wallis Annenberg High,Los Angeles Unified,Los Angeles,99,108,392,424,404,15,13.89,1516
595,S,North Valley Military Institute College Preparator,Los Angeles Unified,Los Angeles,23,18,426,403,406,2,11.11,1516
596,S,Central City Value,Los Angeles Unified,Los Angeles,117,115,397,399,408,12,10.43,1516
597,S,View Park Preparatory Accelerated High,Los Angeles Unified,Los Angeles,165,0,,,,,,1516
598,S,William J. Johnston Community Day,Los Angeles Unified,Los Angeles,30,1,,,,,,1516
599,S,Crenshaw Arts-Technology Charter High,Los Angeles Unified,Los Angeles,33,34,383,363,363,1,2.94,1516
600,S,Oscar De La Hoya Animo Charter High,Los Angeles Unified,Los Angeles,148,139,403,411,426,21,15.11,1516
601,S,Renaissance Arts Academy,Los Angeles Unified,Los Angeles,42,29,571,535,537,20,68.97,1516
602,S,Animo South Los Angeles Charter,Los Angeles Unified,Los Angeles,149,142,374,367,367,5,3.52,1516
603,S,New Designs Charter,Los Angeles Unified,Los Angeles,77,81,396,407,411,13,16.05,1516
604,S,Richard A. Alonzo Community Day,Los Angeles Unified,Los Angeles,36,4,,,,,,1516
605,S,Middle College High,Los Angeles Unified,Los Angeles,107,85,421,437,429,14,16.47,1516
606,S,Harbor Teacher Preparation Academy,Los Angeles Unified,Los Angeles,92,95,484,510,487,46,48.42,1516
607,S,Ivy Academia,Los Angeles Unified,Los Angeles,48,39,427,417,428,5,12.82,1516
608,S,Camino Nuevo Charter High,Los Angeles Unified,Los Angeles,34,111,407,398,394,13,11.71,1516
609,S,Animo Venice Charter High,Los Angeles Unified,Los Angeles,127,119,418,423,417,23,19.33,1516
610,S,Animo Pat Brown,Los Angeles Unified,Los Angeles,146,138,402,423,400,19,13.77,1516
611,S,Alliance Gertz-Ressler Richard Merkin 6-12 Complex,Los Angeles Unified,Los Angeles,122,89,424,432,441,10,11.24,1516
612,S,Orthopaedic Hospital,Los Angeles Unified,Los Angeles,185,153,438,444,447,36,23.53,1516
613,S,Northridge Academy High,Los Angeles Unified,Los Angeles,215,141,447,437,432,28,19.86,1516
614,S,International Studies Learning Center at Legacy Hi,Los Angeles Unified,Los Angeles,109,83,435,451,442,16,19.28,1516
615,S,Port of Los Angeles High,Los Angeles Unified,Los Angeles,220,145,468,484,483,55,37.93,1516
616,S,CHAMPS - Charter HS of Arts-Multimedia & Performin,Los Angeles Unified,Los Angeles,190,132,496,464,476,59,44.7,1516
617,S,Alliance Judy Ivie Burton Technology Academy High,Los Angeles Unified,Los Angeles,134,130,393,419,400,17,13.08,1516
618,S,Larchmont Charter,Los Angeles Unified,Los Angeles,46,36,477,462,454,12,33.33,1516
619,S,Alliance Collins Family College-Ready High,Los Angeles Unified,Los Angeles,146,150,397,420,414,20,13.33,1516
620,S,Pacific Boulevard,Los Angeles Unified,Los Angeles,25,0,,,,,,1516
621,S,Santee Education Complex,Los Angeles Unified,Los Angeles,318,226,393,384,384,15,6.64,1516
622,S,South East High,Los Angeles Unified,Los Angeles,445,288,421,415,433,59,20.49,1516
623,S,Maywood Academy High,Los Angeles Unified,Los Angeles,279,147,411,412,424,19,12.93,1516
624,S,Los Angeles Academy of Arts & Enterprise Charter,Los Angeles Unified,Los Angeles,28,23,360,392,370,2,8.7,1516
625,S,Frida Kahlo High,Los Angeles Unified,Los Angeles,47,2,,,,,,1516
626,S,New Village Girls Academy,Los Angeles Unified,Los Angeles,27,26,353,324,354,0,0,1516
627,S,Alliance Patti And Peter Neuwirth Leadership Acade,Los Angeles Unified,Los Angeles,119,132,371,387,382,13,9.85,1516
628,S,Alliance Dr. Olga Mohan High,Los Angeles Unified,Los Angeles,105,107,427,474,450,28,26.17,1516
629,S,Animo Ralph Bunche Charter High,Los Angeles Unified,Los Angeles,141,96,395,390,393,5,5.21,1516
630,S,Animo Jackie Robinson High,Los Angeles Unified,Los Angeles,151,127,359,381,375,4,3.15,1516
631,S,Animo Watts College Preparatory Academy,Los Angeles Unified,Los Angeles,116,98,371,360,377,4,4.08,1516
632,S,Alliance Ouchi-O'Donovan 6-12 Complex,Los Angeles Unified,Los Angeles,122,115,425,422,436,22,19.13,1516
633,S,Alliance Marc & Eva Stern Math and Science,Los Angeles Unified,Los Angeles,168,154,427,434,435,31,20.13,1516
634,S,School of Business and Tourism at Contreras Learni,Los Angeles Unified,Los Angeles,109,89,382,393,389,4,4.49,1516
635,S,East Valley Senior High,Los Angeles Unified,Los Angeles,139,82,372,376,367,4,4.88,1516
636,S,Arleta High,Los Angeles Unified,Los Angeles,313,216,395,410,392,14,6.48,1516
637,S,Panorama High,Los Angeles Unified,Los Angeles,298,127,393,405,404,11,8.66,1516
638,S,Bright Star Secondary Charter Academy,Los Angeles Unified,Los Angeles,112,82,464,484,472,29,35.37,1516
639,S,Student Empowerment Academy,Los Angeles Unified,Los Angeles,46,36,377,375,371,0,0,1516
640,S,Contreras Learning Center-Los Angeles School of Gl,Los Angeles Unified,Los Angeles,90,62,372,381,358,3,4.84,1516
641,S,West Adams Preparatory High,Los Angeles Unified,Los Angeles,365,220,376,399,376,13,5.91,1516
642,S,Magnolia Science Academy 3,Los Angeles Unified,Los Angeles,34,34,373,397,394,6,17.65,1516
643,S,Magnolia Science Academy 2,Los Angeles Unified,Los Angeles,48,34,409,426,430,5,14.71,1516
644,S,Discovery Charter Preparatory #2,Los Angeles Unified,Los Angeles,59,45,395,388,387,5,11.11,1516
645,S,Alliance Morgan McKinzie High,Los Angeles Unified,Los Angeles,63,57,392,397,395,7,12.28,1516
646,S,Edward R. Roybal Learning Center,Los Angeles Unified,Los Angeles,255,145,393,406,393,13,8.97,1516
647,S,Helen Bernstein High,Los Angeles Unified,Los Angeles,120,55,388,401,384,3,5.45,1516
648,S,APEX Academy,Los Angeles Unified,Los Angeles,102,46,363,358,365,2,4.35,1516
649,S,Alliance Health Services Academy High,Los Angeles Unified,Los Angeles,98,86,391,390,401,10,11.63,1516
650,S,Alliance Leichtman-Levine Family Foundation Enviro,Los Angeles Unified,Los Angeles,120,111,444,442,439,24,21.62,1516
651,S,Magnolia Science Academy 4,Los Angeles Unified,Los Angeles,21,21,459,421,442,6,28.57,1516
652,S,Contreras Learning Center-Academic Leadership Comm,Los Angeles Unified,Los Angeles,88,51,393,406,385,2,3.92,1516
653,S,RFK Community Schools-Los Angeles High School of t,Los Angeles Unified,Los Angeles,85,74,420,424,424,11,14.86,1516
654,S,Los Angeles Teacher Preparatory Academy,Los Angeles Unified,Los Angeles,36,28,330,329,314,1,3.57,1516
655,S,RFK Community Schools-for the Visual Arts and Huma,Los Angeles Unified,Los Angeles,66,59,377,408,377,2,3.39,1516
656,S,New Millennium Secondary,Los Angeles Unified,Los Angeles,43,26,401,389,408,2,7.69,1516
657,S,Alain Leroy Locke College Preparatory Academy,Los Angeles Unified,Los Angeles,477,233,360,359,353,10,4.29,1516
658,S,Sun Valley High,Los Angeles Unified,Los Angeles,89,34,358,367,378,0,0,1516
659,S,RFK Community Schools-New Open World Academy K-12,Los Angeles Unified,Los Angeles,36,36,408,404,401,4,11.11,1516
660,S,RFK Community Schools-UCLA Community K-12,Los Angeles Unified,Los Angeles,110,93,395,420,400,14,15.05,1516
661,S,Ramon C. Cortines School of Visual and Performing,Los Angeles Unified,Los Angeles,361,247,453,439,448,61,24.7,1516
662,S,Felicitas and Gonzalo Mendez High,Los Angeles Unified,Los Angeles,166,75,396,407,400,7,9.33,1516
663,S,New Designs Charter School-Watts,Los Angeles Unified,Los Angeles,14,10,,,,,,1516
664,S,Daniel Pearl Journalism & Communications Magnet,Los Angeles Unified,Los Angeles,93,60,462,449,453,13,21.67,1516
665,S,RFK Community Schools-Ambassador-Global Leadership,Los Angeles Unified,Los Angeles,79,55,431,431,430,15,27.27,1516
666,S,Alliance Cindy and Bill Simon Technology Academy H,Los Angeles Unified,Los Angeles,133,126,357,381,356,7,5.56,1516
667,S,Alliance Tennenbaum Family Technology High,Los Angeles Unified,Los Angeles,132,117,399,415,402,19,16.24,1516
668,S,Environmental and Social Policy Magnet,Los Angeles Unified,Los Angeles,46,14,,,,,,1516
669,S,"Math, Science, & Technology Magnet Academy at Roos",Los Angeles Unified,Los Angeles,98,85,435,450,424,19,22.35,1516
670,S,Esteban Torres East LA Performing Arts Magnet,Los Angeles Unified,Los Angeles,100,62,389,384,389,5,8.06,1516
671,S,Humanitas Academy of Art and Technology at Esteban,Los Angeles Unified,Los Angeles,75,57,382,374,390,3,5.26,1516
672,S,Social Justice Leadership Academy at Esteban E. To,Los Angeles Unified,Los Angeles,85,74,377,370,380,1,1.35,1516
673,S,East Los Angeles Renaissance Academy at Esteban E.,Los Angeles Unified,Los Angeles,74,50,377,386,373,4,8,1516
674,S,Engineering and Technology Academy at Esteban E. T,Los Angeles Unified,Los Angeles,79,48,369,393,359,2,4.17,1516
675,S,PUC Lakeview Charter High,Los Angeles Unified,Los Angeles,115,115,398,409,405,15,13.04,1516
676,S,Aspire Pacific Academy,Los Angeles Unified,Los Angeles,144,136,394,398,386,13,9.56,1516
677,S,Camino Nuevo Academy #2,Los Angeles Unified,Los Angeles,0,27,353,348,358,0,0,1516
678,S,Alliance Susan and Eric Smidt Technology High,Los Angeles Unified,Los Angeles,132,112,380,384,383,10,8.93,1516
679,S,Alliance College-Ready Academy High 16,Los Angeles Unified,Los Angeles,92,94,398,403,398,11,11.7,1516
680,S,Valley Academy of Arts and Sciences,Los Angeles Unified,Los Angeles,323,207,442,424,438,35,16.91,1516
681,S,Cesar E. Chavez Learning Academy - Arts/Theatre/En,Los Angeles Unified,Los Angeles,120,50,412,371,398,4,8,1516
682,S,Cesar E. Chavez Learning Academies-Social Justice,Los Angeles Unified,Los Angeles,119,105,417,421,424,12,11.43,1516
683,S,Cesar E. Chavez Learning Academies-Academy of Scie,Los Angeles Unified,Los Angeles,99,51,407,391,386,2,3.92,1516
684,S,Cesar E. Chavez Learning Academies-Teacher Prepara,Los Angeles Unified,Los Angeles,115,58,385,379,372,1,1.72,1516
685,S,Los Angeles River at Sonia Sotomayor Learning Acad,Los Angeles Unified,Los Angeles,40,31,383,371,371,0,0,1516
686,S,School of History and Dramatic Arts at Sonia Sotom,Los Angeles Unified,Los Angeles,89,58,402,384,394,3,5.17,1516
687,S,Dr. Maya Angelou Community High,Los Angeles Unified,Los Angeles,200,100,378,372,375,5,5,1516
688,S,Public Service Community at Diego Rivera Learning,Los Angeles Unified,Los Angeles,105,75,401,390,400,8,10.67,1516
689,S,Communication and Technology at Diego Rivera Learn,Los Angeles Unified,Los Angeles,105,74,410,417,396,6,8.11,1516
690,S,Green Design at Diego Rivera Learning Complex,Los Angeles Unified,Los Angeles,83,42,412,405,403,3,7.14,1516
691,S,Performing Arts Community at Diego Rivera Learning,Los Angeles Unified,Los Angeles,126,76,378,383,385,2,2.63,1516
692,S,Rancho Dominguez Preparatory,Los Angeles Unified,Los Angeles,146,92,412,402,400,5,5.43,1516
693,S,Synergy Quantum Academy,Los Angeles Unified,Los Angeles,118,99,425,438,443,21,21.21,1516
694,S,Animo College Preparatory Academy,Los Angeles Unified,Los Angeles,105,55,359,357,358,2,3.64,1516
695,S,Alliance Renee and Meyer Luskin Academy High,Los Angeles Unified,Los Angeles,96,97,366,379,360,4,4.12,1516
696,S,PUC Early College Academy for Leaders and Scholars,Los Angeles Unified,Los Angeles,106,105,387,419,404,9,8.57,1516
697,S,USC Hybrid High,Los Angeles Unified,Los Angeles,89,14,,,,,,1516
698,S,Leadership in Entertainment and Media Arts (LEMA),Los Angeles Unified,Los Angeles,55,16,417,405,410,2,12.5,1516
699,S,STEM Academy at Bernstein High,Los Angeles Unified,Los Angeles,139,109,418,423,414,19,17.43,1516
700,S,Academy of Science and Engineering,Los Angeles Unified,Los Angeles,69,50,392,366,381,2,4,1516
701,S,Hilda L. Solis Learning Academy School of Technolo,Los Angeles Unified,Los Angeles,76,41,400,398,385,2,4.88,1516
702,S,Augustus F. Hawkins High A Critical Design and Gam,Los Angeles Unified,Los Angeles,142,124,355,369,350,3,2.42,1516
703,S,Augustus F. Hawkins High B Community Health Advoca,Los Angeles Unified,Los Angeles,73,53,361,355,380,0,0,1516
704,S,Augustus F. Hawkins High C Responsible Indigenous,Los Angeles Unified,Los Angeles,108,66,349,353,338,1,1.52,1516
705,S,Linda Esperanza Marquez High A Huntington Park Ins,Los Angeles Unified,Los Angeles,142,96,408,398,416,13,13.54,1516
706,S,Linda Esperanza Marquez High B LIBRA Academy,Los Angeles Unified,Los Angeles,154,113,418,422,423,20,17.7,1516
707,S,Linda Esperanza Marquez High C School of Social Ju,Los Angeles Unified,Los Angeles,108,57,422,431,425,6,10.53,1516
708,S,"Science, Technology, Engineering, Arts and Mathema",Los Angeles Unified,Los Angeles,112,86,410,406,397,13,15.12,1516
709,S,Visual and Performing Arts at Legacy High School C,Los Angeles Unified,Los Angeles,69,41,405,393,409,3,7.32,1516
710,S,Academy for Multilingual Arts and Science at Mervy,Los Angeles Unified,Los Angeles,127,41,361,371,356,1,2.44,1516
711,S,Academies of Education and Empowerment at Carson H,Los Angeles Unified,Los Angeles,116,78,423,417,420,12,15.38,1516
712,S,Academy of Medical Arts at Carson High,Los Angeles Unified,Los Angeles,121,88,434,450,428,19,21.59,1516
713,S,Humanities and Arts (HARTS) Academy of Los Angeles,Los Angeles Unified,Los Angeles,81,34,438,387,419,4,11.76,1516
714,S,Contreras Learning Center-School of Social Justice,Los Angeles Unified,Los Angeles,103,98,376,384,377,4,4.08,1516
715,S,Early College Academy-LA Trade Tech College,Los Angeles Unified,Los Angeles,101,1,,,,,,1516
716,S,Camino Nuevo High No. 2,Los Angeles Unified,Los Angeles,115,0,,,,,,1516
717,S,Sylmar Biotech Health Academy,Los Angeles Unified,Los Angeles,81,35,410,397,393,1,2.86,1516
718,S,PUC Triumph Charter Academy and PUC Triumph Charte,Los Angeles Unified,Los Angeles,40,37,395,388,397,3,8.11,1516
719,S,PUC CALS Middle and Early College High,Los Angeles Unified,Los Angeles,48,0,,,,,,1516
720,S,William Tell Aggeler Opportunity High,Los Angeles Unified,Los Angeles,26,0,,,,,,1516
721,S,Central High,Los Angeles Unified,Los Angeles,119,1,,,,,,1516
722,S,View Park Continuation,Los Angeles Unified,Los Angeles,36,4,,,,,,1516
723,S,San Antonio Continuation,Los Angeles Unified,Los Angeles,51,2,,,,,,1516
724,S,Harold McAlister High (Opportunity),Los Angeles Unified,Los Angeles,33,0,,,,,,1516
725,S,Phineas Banning Senior High,Los Angeles Unified,Los Angeles,481,298,391,411,392,28,9.4,1516
726,S,Thomas Riley High,Los Angeles Unified,Los Angeles,31,2,,,,,,1516
727,S,Phoenix Continuation,Los Angeles Unified,Los Angeles,32,1,,,,,,1516
728,S,Bell Senior High,Los Angeles Unified,Los Angeles,606,393,407,428,417,67,17.05,1516
729,S,Belmont Senior High,Los Angeles Unified,Los Angeles,187,117,397,408,390,12,10.26,1516
730,S,Birmingham Community Charter High,Los Angeles Unified,Los Angeles,796,392,436,434,429,76,19.39,1516
731,S,Cheviot Hills Continuation,Los Angeles Unified,Los Angeles,12,1,,,,,,1516
732,S,Robert H. Lewis Continuation,Los Angeles Unified,Los Angeles,35,1,,,,,,1516
733,S,Canoga Park Senior High,Los Angeles Unified,Los Angeles,344,153,415,418,410,15,9.8,1516
734,S,Carson Senior High,Los Angeles Unified,Los Angeles,325,186,420,416,411,27,14.52,1516
735,S,Will Rogers Continuation,Los Angeles Unified,Los Angeles,83,5,,,,,,1516
736,S,Independence Continuation,Los Angeles Unified,Los Angeles,47,1,,,,,,1516
737,S,Chatsworth Charter High,Los Angeles Unified,Los Angeles,507,206,450,448,447,54,26.21,1516
738,S,Valley Alternative Magnet,Los Angeles Unified,Los Angeles,47,33,464,471,475,11,33.33,1516
739,S,Grover Cleveland Charter High,Los Angeles Unified,Los Angeles,642,383,512,505,510,202,52.74,1516
740,S,Odyssey Continuation,Los Angeles Unified,Los Angeles,32,1,,,,,,1516
741,S,"Crenshaw Science, Technology, Engineering, Math an",Los Angeles Unified,Los Angeles,222,118,383,377,380,7,5.93,1516
742,S,Henry David Thoreau Continuation,Los Angeles Unified,Los Angeles,16,1,,,,,,1516
743,S,Jane Addams Continuation,Los Angeles Unified,Los Angeles,38,1,,,,,,1516
744,S,Susan Miller Dorsey Senior High,Los Angeles Unified,Los Angeles,244,147,369,367,373,4,2.72,1516
745,S,Eagle Rock High,Los Angeles Unified,Los Angeles,384,249,488,480,469,96,38.55,1516
746,S,El Camino Real Charter High,Los Angeles Unified,Los Angeles,1044,479,511,523,511,258,53.86,1516
747,S,Los Angeles Center for Enriched Studies,Los Angeles Unified,Los Angeles,219,182,539,567,534,113,62.09,1516
748,S,Downtown Business High,Los Angeles Unified,Los Angeles,223,193,456,485,450,60,31.09,1516
749,S,Fairfax Senior High,Los Angeles Unified,Los Angeles,457,268,451,478,452,88,32.84,1516
750,S,John H. Francis Polytechnic,Los Angeles Unified,Los Angeles,675,408,418,436,416,69,16.91,1516
751,S,King/Drew Medical Magnet High,Los Angeles Unified,Los Angeles,347,290,440,442,436,58,20,1516
752,S,Benjamin Franklin Senior High,Los Angeles Unified,Los Angeles,302,171,436,451,430,32,18.71,1516
753,S,John C. Fremont Senior High,Los Angeles Unified,Los Angeles,397,157,391,397,394,14,8.92,1516
754,S,Sherman Oaks Center for Enriched Studies,Los Angeles Unified,Los Angeles,224,156,516,527,524,93,59.62,1516
755,S,Gardena Senior High,Los Angeles Unified,Los Angeles,344,148,409,417,409,16,10.81,1516
756,S,James A. Garfield Senior High,Los Angeles Unified,Los Angeles,559,362,411,426,416,56,15.47,1516
757,S,Granada Hills Charter High,Los Angeles Unified,Los Angeles,1085,759,525,548,526,491,64.69,1516
758,S,Ulysses S. Grant Senior High,Los Angeles Unified,Los Angeles,477,189,441,436,440,45,23.81,1516
759,S,Alexander Hamilton Senior High,Los Angeles Unified,Los Angeles,658,399,473,461,471,138,34.59,1516
760,S,Hollywood Senior High,Los Angeles Unified,Los Angeles,308,223,442,448,441,63,28.25,1516
761,S,Huntington Park Senior High,Los Angeles Unified,Los Angeles,339,207,392,397,389,18,8.7,1516
762,S,Thomas Jefferson Senior High,Los Angeles Unified,Los Angeles,230,129,373,394,383,7,5.43,1516
763,S,David Starr Jordan Senior High,Los Angeles Unified,Los Angeles,154,53,365,380,359,2,3.77,1516
764,S,Abraham Lincoln Senior High,Los Angeles Unified,Los Angeles,266,160,426,459,418,34,21.25,1516
765,S,Los Angeles Senior High,Los Angeles Unified,Los Angeles,298,186,406,430,404,29,15.59,1516
766,S,Manual Arts Senior High,Los Angeles Unified,Los Angeles,308,205,372,364,371,9,4.39,1516
767,S,John Marshall Senior High,Los Angeles Unified,Los Angeles,518,348,489,500,489,153,43.97,1516
768,S,James Monroe High,Los Angeles Unified,Los Angeles,563,223,421,415,422,34,15.25,1516
769,S,Nathaniel Narbonne Senior High,Los Angeles Unified,Los Angeles,568,299,434,450,429,64,21.4,1516
770,S,North Hollywood Senior High,Los Angeles Unified,Los Angeles,623,344,485,481,482,124,36.05,1516
771,S,Ramona Opportunity High,Los Angeles Unified,Los Angeles,16,1,,,,,,1516
772,S,Reseda Senior High,Los Angeles Unified,Los Angeles,383,197,429,422,424,41,20.81,1516
773,S,Theodore Roosevelt Senior High,Los Angeles Unified,Los Angeles,447,222,381,378,380,11,4.95,1516
774,S,San Fernando Senior High,Los Angeles Unified,Los Angeles,549,301,416,421,411,42,13.95,1516
775,S,San Pedro Senior High,Los Angeles Unified,Los Angeles,538,262,465,458,453,81,30.92,1516
776,S,South Gate Senior High,Los Angeles Unified,Los Angeles,660,388,413,409,405,54,13.92,1516
777,S,Sylmar Senior High,Los Angeles Unified,Los Angeles,439,249,405,415,390,22,8.84,1516
778,S,Taft Charter High,Los Angeles Unified,Los Angeles,532,224,498,517,511,111,49.55,1516
779,S,University Senior High,Los Angeles Unified,Los Angeles,402,274,462,465,454,84,30.66,1516
780,S,Van Nuys Senior High,Los Angeles Unified,Los Angeles,530,320,509,530,503,164,51.25,1516
781,S,Venice Senior High,Los Angeles Unified,Los Angeles,419,249,465,475,458,87,34.94,1516
782,S,Verdugo Hills Senior High,Los Angeles Unified,Los Angeles,298,159,465,477,455,51,32.08,1516
783,S,George Washington Preparatory High,Los Angeles Unified,Los Angeles,250,103,393,379,382,6,5.83,1516
784,S,WESM Health/Sports Medicine,Los Angeles Unified,Los Angeles,251,162,440,432,436,33,20.37,1516
785,S,Woodrow Wilson Senior High,Los Angeles Unified,Los Angeles,307,189,404,402,407,18,9.52,1516
786,S,John F. Kennedy High,Los Angeles Unified,Los Angeles,484,270,432,437,428,48,17.78,1516
787,S,Francisco Bravo Medical Magnet High,Los Angeles Unified,Los Angeles,400,377,476,482,468,148,39.26,1516
788,S,Los Angeles Unified Alternative Education,Los Angeles Unified,Los Angeles,268,0,,,,,,1516
789,S,Youth Opportunities Unlimited,Los Angeles Unified,Los Angeles,98,1,,,,,,1516
790,S,Palisades Charter High,Los Angeles Unified,Los Angeles,689,470,552,555,544,321,68.3,1516
791,S,City of Angels,Los Angeles Unified,Los Angeles,371,20,498,412,472,7,35,1516
792,S,Los Angeles Leadership Academy,Los Angeles Unified,Los Angeles,68,50,418,402,411,8,16,1516
793,S,Elizabeth Learning Center,Los Angeles Unified,Los Angeles,164,97,416,408,420,10,10.31,1516
794,S,Thirty-Second Street USC Performing Arts,Los Angeles Unified,Los Angeles,82,70,452,448,445,16,22.86,1516
795,S,Vaughn Next Century Learning Center,Los Angeles Unified,Los Angeles,134,95,439,422,426,13,13.68,1516
796,S,Robert Fulton College Preparatory,Los Angeles Unified,Los Angeles,170,90,415,402,411,7,7.78,1516
797,S,Foshay Learning Center,Los Angeles Unified,Los Angeles,151,143,448,437,442,41,28.67,1516
798,S,PUC Community Charter Middle and PUC Community Cha,Los Angeles Unified,Los Angeles,93,105,418,414,417,22,20.95,1516
799,S,View Park Preparatory Accelerated Charter,Los Angeles Unified,Los Angeles,0,116,397,382,390,10,8.62,1516
800,S,Magnolia Science Academy,Los Angeles Unified,Los Angeles,60,57,412,426,415,9,15.79,1516
801,D,,Lynwood Unified,Los Angeles,1200,538,399,404,396,46,8.55,1516
802,S,Marco Antonio Firebaugh High,Lynwood Unified,Los Angeles,386,249,402,408,402,25,10.04,1516
803,S,Pathway Independent Study,Lynwood Unified,Los Angeles,131,0,,,,,,1516
804,S,Vista High,Lynwood Unified,Los Angeles,174,1,,,,,,1516
805,S,Lynwood High,Lynwood Unified,Los Angeles,505,288,395,400,390,21,7.29,1516
806,D,,Monrovia Unified,Los Angeles,524,249,492,491,473,101,40.56,1516
807,S,Canyon Oaks High,Monrovia Unified,Los Angeles,77,11,,,,,,1516
808,S,Monrovia High,Monrovia Unified,Los Angeles,410,226,500,499,481,99,43.81,1516
809,S,Mountain Park,Monrovia Unified,Los Angeles,30,12,,,,,,1516
810,D,,Montebello Unified,Los Angeles,2582,908,437,451,435,207,22.8,1516
811,S,Applied Technology Center,Montebello Unified,Los Angeles,126,67,423,414,418,11,16.42,1516
812,S,Schurr High,Montebello Unified,Los Angeles,695,307,455,479,448,94,30.62,1516
813,S,Bell Gardens High,Montebello Unified,Los Angeles,759,308,424,432,425,54,17.53,1516
814,S,Montebello High,Montebello Unified,Los Angeles,695,226,434,451,436,48,21.24,1516
815,D,,Norwalk-La Mirada Unified,Los Angeles,1554,1321,394,398,395,196,14.84,1516
816,S,John H. Glenn High,Norwalk-La Mirada Unified,Los Angeles,380,342,372,381,371,30,8.77,1516
817,S,La Mirada High,Norwalk-La Mirada Unified,Los Angeles,542,496,428,430,429,107,21.57,1516
818,S,Norwalk High,Norwalk-La Mirada Unified,Los Angeles,427,388,392,398,401,59,15.21,1516
819,S,El Camino High (Continuation),Norwalk-La Mirada Unified,Los Angeles,200,95,302,300,287,0,0,1516
820,D,,Palmdale Elementary,Los Angeles,718,71,485,468,451,28,39.44,1516
821,S,Antelope Valley Learning Academy,Palmdale Elementary,Los Angeles,627,7,,,,,,1516
822,S,Palmdale Aerospace Academy,Palmdale Elementary,Los Angeles,71,59,498,484,459,26,44.07,1516
823,S,Guidance Charter,Palmdale Elementary,Los Angeles,20,5,,,,,,1516
824,D,,Palos Verdes Peninsula Unified,Los Angeles,1098,689,572,606,590,568,82.44,1516
825,S,Rancho del Mar High (Continuation),Palos Verdes Peninsula Unified,Los Angeles,40,3,,,,,,1516
826,S,Palos Verdes Peninsula High,Palos Verdes Peninsula Unified,Los Angeles,608,426,584,622,604,366,85.92,1516
827,S,Palos Verdes High,Palos Verdes Peninsula Unified,Los Angeles,442,260,554,581,567,201,77.31,1516
828,D,,Paramount Unified,Los Angeles,1300,477,424,439,414,78,16.35,1516
829,S,Paramount Alternative Education Center,Paramount Unified,Los Angeles,40,0,,,,,,1516
830,S,Paramount High,Paramount Unified,Los Angeles,1110,476,424,439,414,78,16.39,1516
831,S,Buena Vista High,Paramount Unified,Los Angeles,141,1,,,,,,1516
832,D,,Pasadena Unified,Los Angeles,1617,620,468,467,455,213,34.35,1516
833,S,Aveson Global Leadership Academy,Pasadena Unified,Los Angeles,44,21,541,474,500,13,61.9,1516
834,S,CIS Academy,Pasadena Unified,Los Angeles,148,5,,,,,,1516
835,S,Learning Works,Pasadena Unified,Los Angeles,191,0,,,,,,1516
836,S,Blair High,Pasadena Unified,Los Angeles,125,64,460,465,453,21,32.81,1516
837,S,Marshall Fundamental,Pasadena Unified,Los Angeles,229,173,473,462,461,58,33.53,1516
838,S,John Muir High,Pasadena Unified,Los Angeles,203,104,418,431,409,14,13.46,1516
839,S,Rose City High (Continuation),Pasadena Unified,Los Angeles,188,3,,,,,,1516
840,S,Pasadena High,Pasadena Unified,Los Angeles,478,250,483,489,470,107,42.8,1516
841,D,,Pomona Unified,Los Angeles,1941,869,435,434,425,176,20.25,1516
842,S,School of Extended Educational Options,Pomona Unified,Los Angeles,155,1,,,,,,1516
843,S,Ganesha High,Pomona Unified,Los Angeles,292,140,408,398,397,14,10,1516
844,S,Garey High,Pomona Unified,Los Angeles,400,139,420,425,419,22,15.83,1516
845,S,Pomona High,Pomona Unified,Los Angeles,290,176,405,397,399,18,10.23,1516
